,index,address/city,address/community,address/neighborhood,address/state,address/streetAddress,address/subdivision,address/zipcode,bathrooms,bedrooms,currency,description,latitude,livingArea,longitude,price,url,yearBuilt,zestmate,zestmate_rent,monthly_cost,monthly_cash_flow,yearly_return,school,school_sum
631,821,Sugar Land,,,TX,9511 Abigail Dr,,77498,2.0,3.0,USD,"Welcome home! This 3 bedroom 2 bath home in Sugar Land, built 2004, has just one owner-occupant and well maintained. Elegantly designed with 2 living areas and 2 dining and a spacious kitchen. The open floorplan makes everyday living a breeze. There is no carpet; the entire flooring has beautiful tiles. New updates in 2020/2021 include wood-like tiles in the bedrooms and hallway, fresh coat of paint, and refinished kitchen cabinets. This home is conveniently located within walking distance to community parks & pools, public library and the local elementary and middle schools. Fantastic backyard with extended patio. Great location with easy access to Hwy 6, Hwy 90, I-10, FM 1093/Westpark Tollway and Grand Parkway. You just have to see it. Call for showing today.",29.67568206787109,1668.0,-95.6723861694336,220000,https://www.zillow.com/homedetails/9511-Abigail-Dr-Sugar-Land-TX-77498/82715109_zpid/,2004.0,,,,,,,
632,822,Houston,,,TX,13921 Bonnercrest Dr,,77083,2.0,2.0,USD,Nice house in great neighborhood. Very quiet. Some work needed but great potential.  This is a DUPLEX. Only one side for sale.,29.675811767578125,1400.0,-95.63042449951172,130000,https://www.zillow.com/homedetails/13921-Bonnercrest-Dr-Houston-TX-77083/27569310_zpid/,1983.0,,,,,,,
633,823,Richmond,,,TX,7923 Sydney Bay Ct,,77407,4.0,4.0,USD,"BEAUTIFUL WESTIN HOMES BELLAGIO PLAN HOME. VERY HIGH CEILING FROM ENTRY TO LIVING AREA, ADORNED WITH UNIQUE SPIRAL STAIRCASE, AND CORVY STAIRS LANDING. VIEW GROUND FLOOR FROM OPEN DESIGNED WALKWAY LEADING TO GAME ROOM. STUDY ROOM IS INDEED SECLUDED FOR STUDYING. THEN RETIRE TO A LARGE SIZE MASTERS, WITH DESIGNED VAULTED CEILING, AND BAY WINDOW, WITH AN OVERSIZED KINGS BATHTUB...OR JUST TAKE A BATH SITTED IN SPACIOUS SHOWER. MASTERS BEDROOM CLOSET IS HUGE AND ALSO HOUSES A STORAGE SPACE FOR YOUR HUGE BOXES.",29.68822860717773,3387.0,-95.73746490478516,425000,https://www.zillow.com/homedetails/7923-Sydney-Bay-Ct-Richmond-TX-77407/120892517_zpid/,2013.0,,,,,,,
634,824,Richmond,,,TX,19134 Mission Manor Ln,,77407,2.0,3.0,USD,"Beautiful one story home situated in a cul-de-sac in the highly desirable Grand Mission community.This open concept David Weekley home is perfect for entertaining your family & friends.Large family room is adjacent to your kitchen & breakfast area.Kitchen has a large island,tons of cabinetry for your storage needs,gas range,a spacious pantry & the Refrigerator stays!The home also features a formal living & dining combo area. Expansive primary bedroom w/large windows & an ensuite bathroom-featuring double sinks, soaking tub,separate shower & a gigantic walk in closet!Secondary bedrooms are also generously sized with a Den/Play area inbetween the rooms.Laundry room is inside the home and the Washer & Dryer Stays!The backyard is amazing with a covered patio, fruit trees & plenty of green space for playing.Zoned to FBISD highly sought after schools!DID NOT FLOOD - STAYED HIGH & DRY!Easy access to Westpark, GrandPkwy (99), I10, minutes to the Galleria,Downtown,Energy Corridor!MUST SEE!!",29.698427200317386,2097.0,-95.71744537353516,255000,https://www.zillow.com/homedetails/19134-Mission-Manor-Ln-Richmond-TX-77407/72054616_zpid/,2006.0,,,,,,,
635,825,Houston,,,TX,8910 Emerald Heights Ln,,77083,2.0,4.0,USD,"All brick 1 story 4 bedroom, 2 bath home. Oversized master bedroom with  garden tub and separate shower. High ceilings with lovely gas log fireplace opens up into a remodeled kitchen with granite counter tops. Stainless steal refrigerator stays with home. Backyard features calming trees, fully fenced and additional storage space with a custom built storage shed. Location....Location.....Location.....this home is in a great central location off of Hwy 6.  Limited viewing opportunity, see open house on January 9th from 11 am- 1 pm and Sunday 10th from 12 noon- 2 pm",29.68175506591797,1865.0,-95.6388702392578,233000,https://www.zillow.com/homedetails/8910-Emerald-Heights-Ln-Houston-TX-77083/27570221_zpid/,1995.0,,,,,,,
636,826,Richmond,,,TX,19319 Christine Crossing Dr,,77407,2.0,3.0,USD,"Check out this 3 bedroom 1-story in in Bradford Park in the Grand Mission area of Richmond!  Gorgeous wood look plank ceramic tile covers the floors in the living and bedrooms with ceramic tile in all other areas, no carpet!  Formal dining room off the entry is a flex space that can double as an office or media room. The kitchen is centrally located with a breakfast bar overlooking the living room. The kitchen features granite countertops, glass mosaic tile backsplash, and new stainless steel appliances.  The primary bedroom features a tray ceiling and a private bathroom with garden tub, separate shower and large walk-in closet.  Nice extras included with the home are the Nest thermostat, flood lights and motion sensor LED exterior lights.  Easy access to Westpark Tollway and SH99.  Don't miss this one!",29.68134307861328,1638.0,-95.72016143798828,220000,https://www.zillow.com/homedetails/19319-Christine-Crossing-Dr-Richmond-TX-77407/72052098_zpid/,2006.0,,,,,,,
637,827,Katy,,,TX,4010 Fulford Ct,,77450,3.0,3.0,USD,"A remodel like no other! RARE one story traditional w/modern flourishes in highly desired Kelliwood Greens on approx 1/3 acre culdesac golf course lot w/large pool/spa & covered patio outdoor living space! High tech electrical smart upgrades everywhere, state of the art finished concrete floors throughout! Stunning entry, study w/built ins, open living/family/dining w/wood beam vaulted ceiling, leathered granite FP, wine fridge/bar, Amazing lux kitchen w/36 inch Wolf range/oven, hand carved mahogany vent hood PLUS steam convection oven AND drawer style microwave. Primary suite w/upscale bath including automated Toto Washlet commode, double shower/STEAM SAUNA combo, dual closet w/drawer/shelving system. Media room complete w/7.2 home theater sys!  Energy updates incl recent double panes, foam insulation walls/attic/roof underside, Rinnai tankless heater plus whole house filtration. Top Katy ISD schools, low tax rate, HOA dues! Click on pics/captions for full details of this property.",29.73214912414551,3696.0,-95.7430419921875,698000,https://www.zillow.com/homedetails/4010-Fulford-Ct-Katy-TX-77450/27569843_zpid/,1990.0,,,,,,,
638,828,Richmond,,,TX,7010 Kendall Lake Ct,,77407,2.0,4.0,USD,"This home is immaculate! 12ft ceilings throughout home! Laminate wood flooring in formal dining, niches in foyer and just off master bedroom, kitchen has granite counter tops and a tiled back splash, 42' cabinets, and stainless steel appliances. Master bathroom has double sinks and jetted tub. Nicely landscaped back yard with a covered patio.",29.70157814025879,2350.0,-95.73129272460938,274900,https://www.zillow.com/homedetails/7010-Kendall-Lake-Ct-Richmond-TX-77407/80066880_zpid/,2008.0,,,,,,,
639,829,Houston,,,TX,12806 Crow Valley Ln,,77099,2.0,4.0,USD,"Needs repair, selling as-is. This spacious home offers an extra large family room, both formals, large bedrooms, patio area, storage shed, and a sizeable backyard. Fort Bend ISD with low HOA fees. Schedule an appointment to view this one today! **Property has not flooded**",29.667354583740234,2308.0,-95.61166381835938,174000,https://www.zillow.com/homedetails/12806-Crow-Valley-Ln-Houston-TX-77099/27567351_zpid/,1976.0,,,,,,,
640,830,Katy,,,TX,21102 Crystal Greens Dr,,77450,4.0,4.0,USD,"Gorgeous 4 BR, 3.5 Bath home located in the beautiful community of Kelliwood Greens in Katy. This home is completely move-in ready with gorgeous, neutral, updated design features. The entertainment-friendly, open, downstairs floor plan includes a large living room, formal dining room, study, open kitchen w/quartz countertops and stainless steel appliances, breakfast area and family room with gas fireplace. The master bedroom retreat with en-suite master bath is serene and spa-like. Upstairs is a large game room, three secondary bedrooms and two full bathrooms. A 3-car side-by-side garage with wide driveway provides plenty of parking for homeowners and guests. The backyard has a beautiful swimming pool that was installed in November 2019 and a covered patio with gas connection outlet for a grill or outdoor kitchen. A/C unit and furnace was replaced in July 2018. Roof was replaced in 2015. This gorgeous home is ready for you to make it your own!",29.730079650878906,4171.0,-95.74041748046876,615000,https://www.zillow.com/homedetails/21102-Crystal-Greens-Dr-Katy-TX-77450/27569931_zpid/,1999.0,,,,,,,
641,831,Richmond,,,TX,19906 Ryans Colony Ln,,77407,4.0,4.0,USD,"H2H426 - This gorgeous home is situated on a Lake lot. Upon entering the home, you are led into an open foyer, rounded sheetrock corners and open archways. Breathtaking wood tiles and cool color palettes grace the home. The kitchen is equipped with beautiful Omega Stone countertops, a butler's pantry, an island for additional space and abundant cabinetry. House have a generational Suite for guests, study and powder room. The extended covered patio provides the perfect space to entertain or relaxation. Entertaining will flow smoothly with this open floor plan. As a resident, you will love all the extras this warm and inviting home has to offer. Come see this home today!",29.68501091003418,2976.0,-95.72988891601562,440294,https://www.zillow.com/homedetails/19906-Ryans-Colony-Ln-Richmond-TX-77407/2076709295_zpid/,2021.0,,,,,,,
642,832,Richmond,,,TX,4919 Highland Crest Dr,,77469,2.0,3.0,USD,"The Larissa plan is the perfect home for a family. You will enjoy three bedrooms and two bathrooms. This home features an open concept kitchen, living and dining area. The kitchen is spacious and features a large island with granite countertops and brand new stainless steel appliances. The photos are stock photos, and do not represent the exact home.",29.69878387451172,1429.0,-95.7058334350586,230990,https://www.zillow.com/homedetails/4919-Highland-Crest-Dr-Richmond-TX-77469/2076714732_zpid/,2021.0,,,,,,,
643,833,Katy,,,TX,21014 Somerset Park Ln,,77450,3.0,3.0,USD,"This is a perfect home for you and your family. Very well-kept and highly maintained . Spacious floor plan with 3 bedrooms and 2.5 baths. New carpet upstairs, and tile floor for downstairs. Huge living room connected with formal dining room. Big windows make room very bright from all the natural light. All bedrooms come with spacious closets. Huge backyard perfect for BBQ and cook off party. Come check out this property today, you don't want to miss out on this home.",29.70366859436035,2352.0,-95.74817657470705,228900,https://www.zillow.com/homedetails/21014-Somerset-Park-Ln-Katy-TX-77450/59752861_zpid/,2001.0,,,,,,,
644,834,Richmond,,,TX,7707 Devivo Ct,,77407,2.0,3.0,USD,"This Very Beautiful Taylor Morrison Interactive Home Top Quality Construction has some dramatic features. The backyard is one of the biggest features; literally. Large enough for pool, firepit, trampoline, batting cage, area to play games and more. The home features all tiled floors (traditional and wood like tile) throughout except for 2 front bedrooms which are carpeted. The home is situated in a court/cul-de-sac so plenty of area for the kids to play in or have extra parking for guests. Open kitchen with granite countertops, 42"" cabinets, island, and breakfast bar. Nice flow that from the front door can go to family room or into kitchen. Family room flows from kitchen or hallway and looks out to spacious back yard. Surround sound throughout the main areas and on covered patio. Arched entryways and rounded sheetrock corners throughout the home.  The garage has an extra space for workbench or craft area with an exterior window. Double glazed windows & natural gas line on patio.MUSTSEE",29.69168281555176,1884.0,-95.75421142578124,300000,https://www.zillow.com/homedetails/7707-Devivo-Ct-Richmond-TX-77407/2076732452_zpid/,2013.0,,,,,,,
645,836,Richmond,,,TX,6119 Cresting Knolls Cir,,77407,3.0,4.0,USD,"Ryland Homes- Texas Series! Covington plan in Long Meadow Farms. 1 story home has Stone, stucco & brick exterior. Formal Dining, Study, Master enhanced with Bay Window, Luxe Bath. Covered patio. Gourmet Kitchen with Stainless Appliances adjoining Box Window Breakfast Room. Ryland Homes HouseWorks Energy Efficiency Package! Energy Star 3.0, 15 SEER A/C. Tankless water heater.",29.68193626403809,2638.0,-95.74779510498048,340000,https://www.zillow.com/homedetails/6119-Cresting-Knolls-Cir-Richmond-TX-77407/122511625_zpid/,2014.0,,,,,,,
646,837,Richmond,,,TX,19106 Cannon Hills Ln,,77407,3.0,3.0,USD,"CHECK OUT THE VIRTUAL LISTING~ Are you ready to ""live life""-Texas style? Welcome home to this amazing property on an oversized lot! This is a David Weekly 1.5 story, 3 bed (could be 4), 2.5 bath home ready for the whole family. The sophisticated entry welcomes you inside & leads to a gracious floor plan. The living area showcases a fireplace as a focal point & includes built in surround speakers. An inviting kitchen for the chef to step up their cooking game. All GE Café appliance line, & separate ice maker create masterpieces to ensure everyone's belly wishes come true. The second floor is all Media and it's ready for the popcorn!  ALL MEDIA EQUIPMENT STAYS! A primary suite features a must see HUGE custom walk-in closet. The breakfast room opens to the outside with easy access to entertaining under the pergola & built-in grill-no back neighbors. Grand Mission features walking trails, community park, & pool & more! Easy access to major highways. You have the best waiting for you!",29.68570327758789,3063.0,-95.7161865234375,334900,https://www.zillow.com/homedetails/19106-Cannon-Hills-Ln-Richmond-TX-77407/118403501_zpid/,2012.0,,,,,,,
647,838,Richmond,,,TX,20014 Juniper Berry Dr,,77407,3.0,4.0,USD,"A lovely two-story Corner lot Home in Waterview Estates! Close to shopping, restaurants, Hwy 99, and zoned to highly accredited Fort Bend ISD schools, this 4 bed, 2.5 bath home welcomes you in with high ceilings, Laminate and tile flooring throughout the whole areas.Large backyard with no backyard neighbors, Plenty of storage space.",29.67929458618164,2260.0,-95.72911071777344,255000,https://www.zillow.com/homedetails/20014-Juniper-Berry-Dr-Richmond-TX-77407/72062633_zpid/,2007.0,,,,,,,
648,839,Richmond,,,TX,21019 Cordell Landing Dr,,77407,4.0,4.0,USD,"Welcome to beautiful home 21019 Cordell Landing Dr. located in a master planned community by TX-99 and Westpark Toll Road.  This home offers so many upgrades thru out including granite countertops, wood flooring thru out, no carpet, and 3-car garage.  Extended size backyard to enjoy the outdoor activities.  The neighborhood offers beautiful walking trails, lakes, and side walks.",29.68523406982422,3412.0,-95.74647521972656,370000,https://www.zillow.com/homedetails/21019-Cordell-Landing-Dr-Richmond-TX-77407/97662245_zpid/,2010.0,,,,,,,
649,840,Richmond,,,TX,18134 Brightwood Park Ln,,77407,2.0,3.0,USD,"Updated and well kept 1-story home located in Twin Oaks Village. The open concept design is perfect for entertaining. You will love the spacious family room w/wood tiles throughout the home, the formal dining room for intimate, elegant gatherings, & the kitchen open to the living area. Spacious & plenty of storage for your gadgets & counter space to meal prep, you will develop a new love for cooking in this ideal kitchen. Enjoy a luxurious master suite that easily fits king-sized furniture & leads you into the private master bathroom with a large soaking tub & separate stand-up shower. Need to get away from it all? Head out back to your oversized back yard! Enjoy the peace of your private space with plenty of room for your kids or dog to run and play! This home has brand new paint throughout, no carpet, and partially new fencing and a new gate! Zoned to Fort Bend ISD & easy access to Westpark Tollway & major thoroughfares. Community amenities include playgrounds, pool & splash park.",29.69456672668457,1616.0,-95.69889831542969,220000,https://www.zillow.com/homedetails/18134-Brightwood-Park-Ln-Richmond-TX-77407/82705370_zpid/,2004.0,,,,,,,
650,841,Richmond,,,TX,4406 Wyatt Roland Way,,77407,4.0,4.0,USD,"*No showings till 12/29/2020"" The two story Newmark Builders Heidelberg floor plan is located in the sought after and highly desirable farm sub division of Harvest Green. The front elevation comprises of Stucco, Stone and Brick. Home offers a very open entry with a formal dinning and formal living, which may be used as a study. Upgraded wood flooring in the kitchen and living areas. Upgraded tiles and granite counter top in the kitchen areas. Upgraded Jack and Jill style bathroom between secondary rooms on second floor. Home offers a game room on the second floor. Decent sized back patio and backyard to play and create outdoor living space. Schedule a time to see!! Send Offer!!!",29.65697288513184,2799.0,-95.72482299804688,388417,https://www.zillow.com/homedetails/4406-Wyatt-Roland-Way-Richmond-TX-77407/251442943_zpid/,2018.0,,,,,,,
651,843,Houston,,,TX,8414 Rose Garden Dr,,77083,3.0,3.0,USD,"Gorgeous New Looking Contemporary 3/2.5/2 Home with Gameroom in Fort Bend Mission Glen Subdivision! Featuring a New Roof/AC 2019, 27 Double Paned Windows 2017(50 yr. Warranty) Water Softener System, Sprinkler System, 2017 New Kitchen Remodel(Viking Steel Appliances, Granite Counters w/Undermount Sink/Touch Faucet, New Backsplash, Recessed Lighting, Custom Wood Cabinets, Half Bath (Granite, Lighting, Toilet, Mirror, Tile floor) New Master Bathroom Suite (Frameless Shower Glass, Cabinets, Granite, Tile, Lighting, Double Sinks, Faucets) New Paint (Walls/Ceilings in Entire Home), New Carpet on 2nd Floor, Hall Bathroom (New Tiled Floors, Tub Wall Tile, Lighting),10x20 Work Hardiplank Building w/Electricity, Cabinets in Garage, Custom Built Covered Screened Entertainment Patio wired with Electricity, New Right side Fence, Barbecue Pit/Smoker Included.",29.68471717834473,2238.0,-95.66615295410156,289600,https://www.zillow.com/homedetails/8414-Rose-Garden-Dr-Houston-TX-77083/27582015_zpid/,1992.0,,,,,,,
652,844,Houston,,,TX,15815 Cerca Blanca Dr,,77083,2.0,3.0,USD,"*** INVESTOR SPECIAL!*** TENANT OCCUPIED, PLEASE DO NOT DISTURB. Beautiful 3 to 4 bedroom with 2 bath home with fireplace and 2 car garage. Great floor plan with lots of space! Open Kitchen, Den, and Dining area- space upstairs can be used as a 4th bedroom, play room or office. Nice size Master with closet space. Bedrooms nice size with jack and jill bathroom. Ceramic tile throughout except carpet in bedrooms. Fenced in backyard, covered back patio.",29.68952751159668,2040.0,-95.66484832763672,190000,https://www.zillow.com/homedetails/15815-Cerca-Blanca-Dr-Houston-TX-77083/27580761_zpid/,1981.0,,,,,,,
653,845,Richmond,,,TX,22642 Sutherland Springs Ln,,77407,3.0,3.0,USD,"NEW!  Lennar Stone Twin Villas ""Bagby"" Plan with Elevation ""B"" in Veranda!  This inviting two-story plan features a charming front porch with the option to add a privacy gate and fence. The entry foyer leads to a handy MUD ROOM and convenient powder bathroom, located just off of the two-car garage, and then opens to a lovely kitchen, with an open family room and casual dining room. The second floor features a generous master bedroom with an en-suite master bathroom and a spacious master closet. The second floor also features two secondary bedrooms with access to a full hollywood-style bathroom, and an open second floor loft space that leads to a game room.",29.699987411499023,1835.0,-95.72422790527344,245990,https://www.zillow.com/homedetails/22642-Sutherland-Springs-Ln-Richmond-TX-77407/2076816609_zpid/,2020.0,,,,,,,
654,846,Katy,,,TX,44 Kelliwood Courts Cir,,77450,3.0,3.0,USD,"Single story home with AWESOME GOLF COURSE VIEW.  Totally upgraded and move-in ready.  Located on #1 Fairway at desirable Willow Fork Golf Course.  3+3, 2,389 s.f. in small, gated community.  A MUST SEE HOME
Easy walking distance Katy Schools, shopping and great access to I-10, 99, & West Park Tollway.  
SELLING AGENT COMMISSION AVAILABLE.  Contact Owner 281-676-8016",29.73643684387207,2389.0,-95.74211120605469,330000,https://www.zillow.com/homedetails/44-Kelliwood-Courts-Cir-Katy-TX-77450/27569650_zpid/,1992.0,,,,,,,
655,847,Richmond,,,TX,20915 Cordell Landing Dr,,77407,3.0,4.0,USD,"This 3064 square foot single family home has 4 bedrooms and 3.0 bathrooms. This home is located at 20915 Cordell Landing Dr, Richmond, TX 77407.",29.68522453308105,3064.0,-95.74401092529295,324990,https://www.zillow.com/homedetails/20915-Cordell-Landing-Dr-Richmond-TX-77407/112164010_zpid/,2012.0,,,,,,,
656,848,Houston,,,TX,16010 Beechnut St,,77083,2.0,3.0,USD,"Investor Opportunity. Gorgeous 3 bedroom 2 bathroom house in a great location. The floor plan offers a separate kitchen from the living room space, a spacious living room, and a great size backyard.",29.68916893005371,1740.0,-95.6674575805664,185000,https://www.zillow.com/homedetails/16010-Beechnut-St-Houston-TX-77083/27580732_zpid/,1980.0,,,,,,,
657,849,Katy,,,TX,4415 Stackstone Ln,,77450,4.0,5.0,USD,"Beautifully updated home only steps away from the walking trails in Cinco Ranch Northlake Village. Step inside to find a grand sweeping staircase, soaring ceilings, oversized windows, & wood & tile floors in living areas. Enjoy special occasions in the elegant dining room. Work from home in peace in the private study. Gorgeous island kitchen w/a butler's pantry, SS appliances, Quartz countertops w/tile back-splash & undercabinet lighting.  Stunning family room w/2-story ceiling & towering windows, built-ins, & a mock fireplace. Posh 1st-floor owner's suite is complete w/a huge walk-in closet & spa-like bath w/dual vanities, an oversized walk-in shower, & jetted tub. Upstairs find 4 spacious guest bedrooms each w/walk-in closets & easy access to 2-full baths. Also find a huge game room & flex/media room. Incredible covered patio & sprawling fenced yard. Great amenities include golf, tennis, pools & splashpads, & miles of connecting trails, & in neighborhood dining & shopping. KISD!",29.72527885437012,4216.0,-95.75447845458984,539900,https://www.zillow.com/homedetails/4415-Stackstone-Ln-Katy-TX-77450/50208268_zpid/,1999.0,,,,,,,
658,850,Sugar Land,,,TX,13307 Terralyn Way N,,77478,4.0,5.0,USD,"NO FLOOD. Gorgeous home in desirable Sugar Land area. Home features 5 bedrooms, 3 1/2 Bathrooms,  breakfast/formal dining and living area with fire place. Great back yard waiting for family gathering with a covered wood Deck Must see this beautiful updated house in Sugar Land. It's a great community close to everything your family needs. Close proximity to major roads highways. Home features new 2020 roof, tile/laminate throughout first floor, Updated Kitchen with Granite counter, fresh coat of paint throughout the house. Primary Bedroom is on 1st floor, 4 bedroom upstairs with Game room. Upstairs Bathroom has Jack & Jill creates 2 Primary Bedrooms in the house, House is loaded with windows brings in natural light in the house. Eldridge Park is in walking distance. Fort Bend ISD schools. Waiting for YOU. According to owner, Kempner is the High School. Please have measurement done by the professional and check the School District.",29.657264709472656,2763.0,-95.61677551269531,319000,https://www.zillow.com/homedetails/13307-Terralyn-Way-N-Sugar-Land-TX-77478/2076859160_zpid/,1990.0,,,,,,,
659,851,Richmond,,,TX,10343 Bellago Ln,,77407,3.0,4.0,USD,"The most attractive floorplan - a one and a half story Highland Home with 3 bedrooms down and a gameroom and fourth bedroom upstairs. Stone and brick in front and cedar garage doors. Brick on 4 sides for easy maintenance. Gas stove, GE stainless steel appliances, stone backsplash; open floor plan and cathedral ceilings to the living room for successful entertaining. Study area or butler's pantry close by. Extended master suite downstairs and another family room downstairs between the second and third bedrooms. Up the staircase with classy wrought iron balusters, the gameroom is big enough for a pool table or ping pong table with window seats along the row of windows. In the back is the fourth bedroom and full bathroom for your guest's privacy. Located in a community full of lakes and walkways, the recreation center has pools and tennis courts for the active family. You deserve to live here!",29.66400146484375,2879.0,-95.67979431152344,349900,https://www.zillow.com/homedetails/10343-Bellago-Ln-Richmond-TX-77407/112164832_zpid/,2013.0,,,,,,,
660,852,Katy,,,TX,22123 Crossbrook Dr,,77450,4.0,4.0,USD,"GORGEOUS 4 BEDROOM ON A CORNER LOT, 3.5 BATH 3417 sq ft home in highly desirable CINCO RANCH SOUTHLAKE VILLAGE! Entry w/ high ceilings with amazing chandelier, formal living and dining, Family room is open to the kitchen with a fireplace in the middle. Detailed crown moulding, the entire home has wood flooring. Master suite with sitting area and a fireplace, huge walk-in closet, Stunning updates in the master bath! 3 secondary bedrooms with 2 full baths and game room upstairs. A/C's UPSTAIRS REPLACED 2018 AND DOWNSTAIR REPLACE 2020. ROOF REPLACED 2018,  Walking distance to neighborhood amenities including ""THE BEACH CLUB"", WALKING TRAILS, LAKES, and TENNIS COURTS. Zoned to top rated KATY ISD schools. Just min from shopping/dining in La Centerra. REDUCE YOUR COMMUTE to the ENERGY CORRIDOR with EASY ACCESS to I-10/HWY 99 and WESTPARK TOLLWAY. NO HARVEY FLOODING.",29.739242553710934,3417.0,-95.7563018798828,424999,https://www.zillow.com/homedetails/22123-Crossbrook-Dr-Katy-TX-77450/27546735_zpid/,1992.0,,,,,,,
661,854,Houston,,,TX,8315 Ballina Ridge Ct,,77083,5.0,6.0,USD,"Welcome Home! Simply Beautiful, totally remodeled, two Story Home featuring 6 Bedrooms, 3 Full and 2 half Baths with 2 Car Garage.The Inviting entry way leads to a Spacious Formal Living & Dining Room. Perfect for Entertaining. Large Kitchen with Granite Counters, Tile Backsplash, Large master suite with walk-in closet & bathroom with double vanities & jetted tub!, also have a jetted tub in the bathroom upstairs bathroom, Huge Game room upstairs! New laminate floors , updated kitchen with new appliances, new roof 2020. Minutes to Westpark Toll and Grand Pkwy 99. Don't miss out!!!",29.68442726135254,3604.0,-95.68329620361328,359900,https://www.zillow.com/homedetails/8315-Ballina-Ridge-Ct-Houston-TX-77083/82711815_zpid/,2002.0,,,,,,,
662,855,Richmond,,,TX,8511 Lockridge Valley Trl,Grand Vista 50s,77407,5.0,5.0,USD,"An excellent choice for larger households needing additional living space! Built by Taylor Morrison, this home features 5 bedrooms with 2 bedrooms down plus a 2-car garage. Boasting an impressive two-story family room, well-appointed gourmet kitchen and deluxe first-floor owner's retreat. Your owner's retreat features both a tub and shower along with double sinks! The family room is designed to be the hub all activity revolves around. Great place to cozy up for a TV binge-watch weekend. The large island overlooks the dining and family room so the designated cook can make a meal and stay connected. The island includes ample space for sitting, chatting and quick meals. There is also a roomy area for casual dining. Enjoy room to breathe and a clutter-free lifestyle with plenty of square footage. This home sits on a homesite with no back neighbors & a covered patio perfect for outdoor entertainment. Structural options added to 8511 Lockridge Valley Trail include a slide-in tub at the owner's suite, 8' front door, bay window at owner's suite, fifth bedroom and fourth full bathroom. REPRESENTATIVE PHOTOS ADDED. ~ MLS#23554148",29.686023712158203,3142.0,-95.7011489868164,408010,https://www.zillow.com/homedetails/8511-Lockridge-Valley-Trl-Richmond-TX-77407/2076892210_zpid/,,,,,,,,
663,856,Richmond,,,TX,8527 Lockridge Valley Trl,Grand Vista 50s,77407,4.0,4.0,USD,"With its grand exterior and beautifully appointed living spaces, the Sable floor plan invites a comfortable, refined place to call home. The two-story plan offers generous square footage and makes this home an ideal find for those considering new homes near Houston, TX. This home makes a statement with it's 8' front door. Designed for life the first floor is the heart of the home, with an open main living area that holds a spacious gathering room with high ceilings and open kitchen with casual dining area. The designer kitchen features a large island and step-in pantry. The large master bedroom feels like a true retreat. Show off in your loft style game room or entertain on your covered patio. This home has something for everyone! Structural options added to 8527 Lockridge Valley include: bay window and soaking tub in master suite, open staircase railing, 8' front door, gas line at covered patio. REPRESENTATIVE PHOTOS ADDED! MLS# 53910638",29.68552207946777,2534.0,-95.70152282714844,369535,https://www.zillow.com/homedetails/8527-Lockridge-Valley-Trl-Richmond-TX-77407/2076893287_zpid/,,,,,,,,
664,857,Richmond,,,TX,7510 Rivercane Shore Ln,,77407,3.0,4.0,USD,"Brand new 4 bedroom (2 bedrooms down) and 3 bath (2 full baths down) stucco/ brick home on a lake lot. Stainless steel appliances including a full size washer and dryer. Full sprinkler system, gutters, video doorbell, keyless entry smart home! Huge game room and lots of closet space.  Open floor plan with quartz island in kitchen and grey cabinets. Community pool, playground walking trails on the lake, easy access to westpark tollway, 99, highway 90, highway 6. Fort bend schools!!",29.671306610107425,2257.0,-95.71501159667969,345000,https://www.zillow.com/homedetails/7510-Rivercane-Shore-Ln-Richmond-TX-77407/2077040854_zpid/,2020.0,,,,,,,
665,858,Sugar Land,,,TX,10303 Towneview Dr,,77498,2.0,4.0,USD,"This charming one story home sits in a desirable area in the Town west Neighborhood. This 1,830 square foot single family home has 4 bedrooms and 2 full bathrooms, Kitchen, living area with fireplace, dining room and very spacious backyard. This is a great starter home.",29.66676902770996,1830.0,-95.62837982177734,210000,https://www.zillow.com/homedetails/10303-Towneview-Dr-Sugar-Land-TX-77498/27615367_zpid/,1977.0,,,,,,,
666,859,Richmond,,,TX,20202 Parker Bend Ln,,77407,4.0,4.0,USD,"Welcome to your new home! Look forward to a smooth commute with easy freeway access. This barely lived in 4-bedroom 3.5-bath home boasts an extra-long driveway and a highly coveted corner lot, premium 24"" tile, brand new hardwood floors in all bedrooms, game room, office and stairs, fresh paint all over, automatic blinds in the upper family room windows, gourmet kitchen complete with all the bells and whistles, oversized island with breakfast bar, stainless steel Electrolux appliances and a lovely breakfast room to start your day. The primary bedroom has a wall of windows, plus a spa-like en suite bath, separate shower, double sinks/vanity, and walk-in closet. Upstairs is the sizable game room with wrought iron balusters, 3 spacious bedrooms with access to both upstairs bathrooms. Not to be outdone the outdoor space has lots to offer as well, the covered patio with hot tub, generous open yard, and an a concrete walkway leading to the back gate. This home has it all both inside and out!",29.68595314025879,3015.0,-95.73484802246094,395000,https://www.zillow.com/homedetails/20202-Parker-Bend-Ln-Richmond-TX-77407/124870594_zpid/,2015.0,,,,,,,
